largo_rectangulo,Intento,puntos,lecturas,arbol
0.050000,64,1478,37,arboles/arbol_europa_str_24.bin
0.050000,65,1249,18,arboles/arbol_europa_str_24.bin
0.050000,66,1348,22,arboles/arbol_europa_str_24.bin
0.050000,67,90238,507,arboles/arbol_europa_str_24.bin
0.050000,68,175971,1045,arboles/arbol_europa_str_24.bin
0.050000,69,4032,31,arboles/arbol_europa_str_24.bin
0.050000,70,0,1,arboles/arbol_europa_str_24.bin
0.050000,71,766,24,arboles/arbol_europa_str_24.bin
0.050000,72,1133,30,arboles/arbol_europa_str_24.bin
0.050000,73,319024,1725,arboles/arbol_europa_str_24.bin
0.050000,74,113916,645,arboles/arbol_europa_str_24.bin
0.050000,75,9141,72,arboles/arbol_europa_str_24.bin
0.050000,76,10544,88,arboles/arbol_europa_str_24.bin
0.050000,77,970,54,arboles/arbol_europa_str_24.bin
0.050000,78,154632,940,arboles/arbol_europa_str_24.bin
0.050000,79,50621,311,arboles/arbol_europa_str_24.bin
0.050000,80,0,3,arboles/arbol_europa_str_24.bin
0.050000,81,12292,73,arboles/arbol_europa_str_24.bin
0.050000,82,83339,503,arboles/arbol_europa_str_24.bin
0.050000,83,16158,131,arboles/arbol_europa_str_24.bin
0.050000,84,659,15,arboles/arbol_europa_str_24.bin
0.050000,85,45220,259,arboles/arbol_europa_str_24.bin
0.050000,86,0,1,arboles/arbol_europa_str_24.bin
0.050000,87,0,3,arboles/arbol_europa_str_24.bin
0.050000,88,30548,215,arboles/arbol_europa_str_24.bin
0.050000,89,4949,44,arboles/arbol_europa_str_24.bin
0.050000,90,5,9,arboles/arbol_europa_str_24.bin
0.050000,91,0,1,arboles/arbol_europa_str_24.bin
0.050000,92,0,1,arboles/arbol_europa_str_24.bin
0.050000,93,756,111,arboles/arbol_europa_str_24.bin
0.050000,94,8711,106,arboles/arbol_europa_str_24.bin
0.050000,95,3594,48,arboles/arbol_europa_str_24.bin
0.050000,96,3054,69,arboles/arbol_europa_str_24.bin
0.050000,97,723,17,arboles/arbol_europa_str_24.bin
0.050000,98,38829,234,arboles/arbol_europa_str_24.bin
0.050000,99,0,239,arboles/arbol_europa_str_24.bin
0.002500,0,92,217,arboles/arbol_random_nrstX_24.bin
0.002500,1,105,217,arboles/arbol_random_nrstX_24.bin
0.002500,2,109,223,arboles/arbol_random_nrstX_24.bin
0.002500,3,103,222,arboles/arbol_random_nrstX_24.bin
0.002500,4,94,220,arboles/arbol_random_nrstX_24.bin
0.002500,5,117,220,arboles/arbol_random_nrstX_24.bin
0.002500,6,119,217,arboles/arbol_random_nrstX_24.bin
0.002500,7,111,213,arboles/arbol_random_nrstX_24.bin
0.002500,8,115,215,arboles/arbol_random_nrstX_24.bin
0.002500,9,118,221,arboles/arbol_random_nrstX_24.bin
0.002500,10,105,214,arboles/arbol_random_nrstX_24.bin
0.002500,11,89,224,arboles/arbol_random_nrstX_24.bin
0.002500,12,110,221,arboles/arbol_random_nrstX_24.bin
0.002500,13,110,226,arboles/arbol_random_nrstX_24.bin
0.002500,14,99,219,arboles/arbol_random_nrstX_24.bin
0.002500,15,112,216,arboles/arbol_random_nrstX_24.bin
0.002500,16,98,216,arboles/arbol_random_nrstX_24.bin
0.002500,17,119,215,arboles/arbol_random_nrstX_24.bin
0.002500,18,98,216,arboles/arbol_random_nrstX_24.bin
0.002500,19,99,218,arboles/arbol_random_nrstX_24.bin
0.002500,20,97,217,arboles/arbol_random_nrstX_24.bin
0.002500,21,123,220,arboles/arbol_random_nrstX_24.bin
0.002500,22,107,222,arboles/arbol_random_nrstX_24.bin
0.002500,23,93,218,arboles/arbol_random_nrstX_24.bin
0.002500,24,119,218,arboles/arbol_random_nrstX_24.bin
0.002500,25,98,221,arboles/arbol_random_nrstX_24.bin
0.002500,26,97,221,arboles/arbol_random_nrstX_24.bin
0.002500,27,110,222,arboles/arbol_random_nrstX_24.bin
0.002500,28,107,215,arboles/arbol_random_nrstX_24.bin
0.002500,29,101,219,arboles/arbol_random_nrstX_24.bin
0.002500,30,100,219,arboles/arbol_random_nrstX_24.bin
0.002500,31,112,221,arboles/arbol_random_nrstX_24.bin
0.002500,32,99,220,arboles/arbol_random_nrstX_24.bin
0.002500,33,114,220,arboles/arbol_random_nrstX_24.bin
0.002500,34,83,216,arboles/arbol_random_nrstX_24.bin
0.002500,35,99,216,arboles/arbol_random_nrstX_24.bin
0.002500,36,88,220,arboles/arbol_random_nrstX_24.bin
0.002500,37,95,220,arboles/arbol_random_nrstX_24.bin
0.002500,38,103,219,arboles/arbol_random_nrstX_24.bin
0.002500,39,107,219,arboles/arbol_random_nrstX_24.bin
0.002500,40,102,220,arboles/arbol_random_nrstX_24.bin
0.002500,41,106,219,arboles/arbol_random_nrstX_24.bin
0.002500,42,117,216,arboles/arbol_random_nrstX_24.bin
0.002500,43,117,221,arboles/arbol_random_nrstX_24.bin
0.002500,44,99,221,arboles/arbol_random_nrstX_24.bin
0.002500,45,97,216,arboles/arbol_random_nrstX_24.bin
0.002500,46,117,216,arboles/arbol_random_nrstX_24.bin
0.002500,47,141,218,arboles/arbol_random_nrstX_24.bin
0.002500,48,115,221,arboles/arbol_random_nrstX_24.bin
0.002500,49,104,221,arboles/arbol_random_nrstX_24.bin
0.002500,50,101,221,arboles/arbol_random_nrstX_24.bin
0.002500,51,118,217,arboles/arbol_random_nrstX_24.bin
0.002500,52,91,222,arboles/arbol_random_nrstX_24.bin
0.002500,53,110,219,arboles/arbol_random_nrstX_24.bin
0.002500,54,93,214,arboles/arbol_random_nrstX_24.bin
0.002500,55,104,213,arboles/arbol_random_nrstX_24.bin
0.002500,56,102,218,arboles/arbol_random_nrstX_24.bin
0.002500,57,92,223,arboles/arbol_random_nrstX_24.bin
0.002500,58,114,215,arboles/arbol_random_nrstX_24.bin
0.002500,59,102,219,arboles/arbol_random_nrstX_24.bin
0.002500,60,92,221,arboles/arbol_random_nrstX_24.bin
0.002500,61,82,218,arboles/arbol_random_nrstX_24.bin
0.002500,62,97,217,arboles/arbol_random_nrstX_24.bin
0.002500,63,97,223,arboles/arbol_random_nrstX_24.bin
0.002500,64,87,219,arboles/arbol_random_nrstX_24.bin
0.002500,65,101,220,arboles/arbol_random_nrstX_24.bin
0.002500,66,92,214,arboles/arbol_random_nrstX_24.bin
0.002500,67,101,217,arboles/arbol_random_nrstX_24.bin
0.002500,68,91,219,arboles/arbol_random_nrstX_24.bin
0.002500,69,106,221,arboles/arbol_random_nrstX_24.bin
0.002500,70,131,218,arboles/arbol_random_nrstX_24.bin
0.002500,71,108,217,arboles/arbol_random_nrstX_24.bin
0.002500,72,94,219,arboles/arbol_random_nrstX_24.bin
0.002500,73,108,218,arboles/arbol_random_nrstX_24.bin
0.002500,74,116,214,arboles/arbol_random_nrstX_24.bin
0.002500,75,109,220,arboles/arbol_random_nrstX_24.bin
0.002500,76,98,216,arboles/arbol_random_nrstX_24.bin
0.002500,77,114,222,arboles/arbol_random_nrstX_24.bin
0.002500,78,93,218,arboles/arbol_random_nrstX_24.bin
0.002500,79,118,217,arboles/arbol_random_nrstX_24.bin
0.002500,80,99,216,arboles/arbol_random_nrstX_24.bin
0.002500,81,98,214,arboles/arbol_random_nrstX_24.bin
0.002500,82,111,215,arboles/arbol_random_nrstX_24.bin
0.002500,83,121,218,arboles/arbol_random_nrstX_24.bin
0.002500,84,92,219,arboles/arbol_random_nrstX_24.bin
0.002500,85,128,217,arboles/arbol_random_nrstX_24.bin
0.002500,86,97,218,arboles/arbol_random_nrstX_24.bin
0.002500,87,114,217,arboles/arbol_random_nrstX_24.bin
0.002500,88,93,219,arboles/arbol_random_nrstX_24.bin
0.002500,89,108,227,arboles/arbol_random_nrstX_24.bin
0.002500,90,100,223,arboles/arbol_random_nrstX_24.bin
0.002500,91,104,215,arboles/arbol_random_nrstX_24.bin
0.002500,92,106,217,arboles/arbol_random_nrstX_24.bin
0.002500,93,106,212,arboles/arbol_random_nrstX_24.bin
0.002500,94,99,178,arboles/arbol_random_nrstX_24.bin
0.002500,95,99,218,arboles/arbol_random_nrstX_24.bin
0.002500,96,113,214,arboles/arbol_random_nrstX_24.bin
0.002500,97,107,214,arboles/arbol_random_nrstX_24.bin
0.002500,98,93,214,arboles/arbol_random_nrstX_24.bin
0.002500,99,116,213,arboles/arbol_random_nrstX_24.bin
0.005000,0,432,424,arboles/arbol_random_nrstX_24.bin
0.005000,1,377,424,arboles/arbol_random_nrstX_24.bin
0.005000,2,433,424,arboles/arbol_random_nrstX_24.bin
0.005000,3,403,427,arboles/arbol_random_nrstX_24.bin
0.005000,4,393,427,arboles/arbol_random_nrstX_24.bin
0.005000,5,433,424,arboles/arbol_random_nrstX_24.bin
0.005000,6,433,417,arboles/arbol_random_nrstX_24.bin
0.005000,7,403,428,arboles/arbol_random_nrstX_24.bin
0.005000,8,454,428,arboles/arbol_random_nrstX_24.bin
0.005000,9,406,422,arboles/arbol_random_nrstX_24.bin
0.005000,10,427,423,arboles/arbol_random_nrstX_24.bin
0.005000,11,493,425,arboles/arbol_random_nrstX_24.bin
0.005000,12,449,423,arboles/arbol_random_nrstX_24.bin
0.005000,13,405,428,arboles/arbol_random_nrstX_24.bin
0.005000,14,436,426,arboles/arbol_random_nrstX_24.bin
0.005000,15,418,428,arboles/arbol_random_nrstX_24.bin
0.005000,16,416,427,arboles/arbol_random_nrstX_24.bin
0.005000,17,458,366,arboles/arbol_random_nrstX_24.bin
0.005000,18,397,424,arboles/arbol_random_nrstX_24.bin
0.005000,19,442,421,arboles/arbol_random_nrstX_24.bin
0.005000,20,407,424,arboles/arbol_random_nrstX_24.bin
0.005000,21,434,426,arboles/arbol_random_nrstX_24.bin
0.005000,22,406,424,arboles/arbol_random_nrstX_24.bin
0.005000,23,415,423,arboles/arbol_random_nrstX_24.bin
0.005000,24,402,429,arboles/arbol_random_nrstX_24.bin
0.005000,25,418,425,arboles/arbol_random_nrstX_24.bin
0.005000,26,407,428,arboles/arbol_random_nrstX_24.bin
0.005000,27,440,424,arboles/arbol_random_nrstX_24.bin
0.005000,28,453,422,arboles/arbol_random_nrstX_24.bin
0.005000,29,441,426,arboles/arbol_random_nrstX_24.bin
0.005000,30,400,426,arboles/arbol_random_nrstX_24.bin
0.005000,31,460,420,arboles/arbol_random_nrstX_24.bin
0.005000,32,401,419,arboles/arbol_random_nrstX_24.bin
0.005000,33,441,428,arboles/arbol_random_nrstX_24.bin
0.005000,34,418,424,arboles/arbol_random_nrstX_24.bin
0.005000,35,429,426,arboles/arbol_random_nrstX_24.bin
0.005000,36,429,420,arboles/arbol_random_nrstX_24.bin
0.005000,37,414,422,arboles/arbol_random_nrstX_24.bin
0.005000,38,391,420,arboles/arbol_random_nrstX_24.bin
0.005000,39,440,424,arboles/arbol_random_nrstX_24.bin
0.005000,40,420,359,arboles/arbol_random_nrstX_24.bin
0.005000,41,430,426,arboles/arbol_random_nrstX_24.bin
0.005000,42,456,425,arboles/arbol_random_nrstX_24.bin
0.005000,43,422,424,arboles/arbol_random_nrstX_24.bin
0.005000,44,459,425,arboles/arbol_random_nrstX_24.bin
0.005000,45,421,429,arboles/arbol_random_nrstX_24.bin
0.005000,46,415,429,arboles/arbol_random_nrstX_24.bin
0.005000,47,426,427,arboles/arbol_random_nrstX_24.bin
0.005000,48,422,426,arboles/arbol_random_nrstX_24.bin
0.005000,49,448,423,arboles/arbol_random_nrstX_24.bin
0.005000,50,445,427,arboles/arbol_random_nrstX_24.bin
0.005000,51,438,427,arboles/arbol_random_nrstX_24.bin
0.005000,52,424,426,arboles/arbol_random_nrstX_24.bin
0.005000,53,445,424,arboles/arbol_random_nrstX_24.bin
0.005000,54,425,427,arboles/arbol_random_nrstX_24.bin
0.005000,55,424,424,arboles/arbol_random_nrstX_24.bin
0.005000,56,417,425,arboles/arbol_random_nrstX_24.bin
0.005000,57,483,424,arboles/arbol_random_nrstX_24.bin
0.005000,58,426,422,arboles/arbol_random_nrstX_24.bin
0.005000,59,392,425,arboles/arbol_random_nrstX_24.bin
0.005000,60,415,422,arboles/arbol_random_nrstX_24.bin
0.005000,61,471,429,arboles/arbol_random_nrstX_24.bin
0.005000,62,455,425,arboles/arbol_random_nrstX_24.bin
0.005000,63,394,431,arboles/arbol_random_nrstX_24.bin
0.005000,64,437,424,arboles/arbol_random_nrstX_24.bin
0.005000,65,430,430,arboles/arbol_random_nrstX_24.bin
0.005000,66,410,418,arboles/arbol_random_nrstX_24.bin
0.005000,67,433,425,arboles/arbol_random_nrstX_24.bin
0.005000,68,431,432,arboles/arbol_random_nrstX_24.bin
0.005000,69,417,426,arboles/arbol_random_nrstX_24.bin
0.005000,70,421,424,arboles/arbol_random_nrstX_24.bin
0.005000,71,441,425,arboles/arbol_random_nrstX_24.bin
0.005000,72,408,425,arboles/arbol_random_nrstX_24.bin
0.005000,73,426,425,arboles/arbol_random_nrstX_24.bin
0.005000,74,414,426,arboles/arbol_random_nrstX_24.bin
0.005000,75,391,421,arboles/arbol_random_nrstX_24.bin
0.005000,76,404,421,arboles/arbol_random_nrstX_24.bin
0.005000,77,427,427,arboles/arbol_random_nrstX_24.bin
0.005000,78,429,418,arboles/arbol_random_nrstX_24.bin
0.005000,79,390,425,arboles/arbol_random_nrstX_24.bin
0.005000,80,426,422,arboles/arbol_random_nrstX_24.bin
0.005000,81,461,424,arboles/arbol_random_nrstX_24.bin
0.005000,82,440,429,arboles/arbol_random_nrstX_24.bin
0.005000,83,422,423,arboles/arbol_random_nrstX_24.bin
0.005000,84,414,425,arboles/arbol_random_nrstX_24.bin
0.005000,85,396,430,arboles/arbol_random_nrstX_24.bin
0.005000,86,419,379,arboles/arbol_random_nrstX_24.bin
0.005000,87,393,423,arboles/arbol_random_nrstX_24.bin
0.005000,88,452,425,arboles/arbol_random_nrstX_24.bin
0.005000,89,452,425,arboles/arbol_random_nrstX_24.bin
0.005000,90,367,426,arboles/arbol_random_nrstX_24.bin
0.005000,91,420,421,arboles/arbol_random_nrstX_24.bin
0.005000,92,408,427,arboles/arbol_random_nrstX_24.bin
0.005000,93,405,423,arboles/arbol_random_nrstX_24.bin
0.005000,94,400,423,arboles/arbol_random_nrstX_24.bin
0.005000,95,420,432,arboles/arbol_random_nrstX_24.bin
0.005000,96,425,423,arboles/arbol_random_nrstX_24.bin
0.005000,97,433,424,arboles/arbol_random_nrstX_24.bin
0.005000,98,406,424,arboles/arbol_random_nrstX_24.bin
0.005000,99,418,427,arboles/arbol_random_nrstX_24.bin
0.010000,0,1666,836,arboles/arbol_random_nrstX_24.bin
0.010000,1,1674,834,arboles/arbol_random_nrstX_24.bin
0.010000,2,1678,841,arboles/arbol_random_nrstX_24.bin
0.010000,3,1649,839,arboles/arbol_random_nrstX_24.bin
0.010000,4,1661,837,arboles/arbol_random_nrstX_24.bin
0.010000,5,1685,833,arboles/arbol_random_nrstX_24.bin
0.010000,6,1655,832,arboles/arbol_random_nrstX_24.bin
0.010000,7,1680,838,arboles/arbol_random_nrstX_24.bin
0.010000,8,1676,838,arboles/arbol_random_nrstX_24.bin
0.010000,9,1644,841,arboles/arbol_random_nrstX_24.bin
0.010000,10,1669,843,arboles/arbol_random_nrstX_24.bin
0.010000,11,1635,837,arboles/arbol_random_nrstX_24.bin
0.010000,12,1657,838,arboles/arbol_random_nrstX_24.bin
0.010000,13,1646,844,arboles/arbol_random_nrstX_24.bin
0.010000,14,1691,832,arboles/arbol_random_nrstX_24.bin
0.010000,15,1725,843,arboles/arbol_random_nrstX_24.bin
0.010000,16,1730,834,arboles/arbol_random_nrstX_24.bin
0.010000,17,1630,840,arboles/arbol_random_nrstX_24.bin
0.010000,18,1687,843,arboles/arbol_random_nrstX_24.bin
0.010000,19,1691,840,arboles/arbol_random_nrstX_24.bin
0.010000,20,1713,837,arboles/arbol_random_nrstX_24.bin
0.010000,21,1650,843,arboles/arbol_random_nrstX_24.bin
0.010000,22,1684,840,arboles/arbol_random_nrstX_24.bin
0.010000,23,1575,838,arboles/arbol_random_nrstX_24.bin
0.010000,24,1668,832,arboles/arbol_random_nrstX_24.bin
0.010000,25,1602,832,arboles/arbol_random_nrstX_24.bin
0.010000,26,1606,842,arboles/arbol_random_nrstX_24.bin
0.010000,27,1703,842,arboles/arbol_random_nrstX_24.bin
0.010000,28,1671,841,arboles/arbol_random_nrstX_24.bin
0.010000,29,1719,833,arboles/arbol_random_nrstX_24.bin
0.010000,30,1619,837,arboles/arbol_random_nrstX_24.bin
0.010000,31,1687,839,arboles/arbol_random_nrstX_24.bin
0.010000,32,1704,816,arboles/arbol_random_nrstX_24.bin
0.010000,33,1712,830,arboles/arbol_random_nrstX_24.bin
0.010000,34,1747,832,arboles/arbol_random_nrstX_24.bin
0.010000,35,1719,837,arboles/arbol_random_nrstX_24.bin
0.010000,36,1678,844,arboles/arbol_random_nrstX_24.bin
0.010000,37,1653,835,arboles/arbol_random_nrstX_24.bin
0.010000,38,1711,837,arboles/arbol_random_nrstX_24.bin
0.010000,39,1738,840,arboles/arbol_random_nrstX_24.bin
0.010000,40,1684,838,arboles/arbol_random_nrstX_24.bin
0.010000,41,1655,842,arboles/arbol_random_nrstX_24.bin
0.010000,42,1697,808,arboles/arbol_random_nrstX_24.bin
0.010000,43,1702,840,arboles/arbol_random_nrstX_24.bin
0.010000,44,1683,830,arboles/arbol_random_nrstX_24.bin
0.010000,45,1694,836,arboles/arbol_random_nrstX_24.bin
0.010000,46,1736,833,arboles/arbol_random_nrstX_24.bin
0.010000,47,1678,837,arboles/arbol_random_nrstX_24.bin
0.010000,48,1636,838,arboles/arbol_random_nrstX_24.bin
0.010000,49,1692,835,arboles/arbol_random_nrstX_24.bin
0.010000,50,1701,839,arboles/arbol_random_nrstX_24.bin
0.010000,51,1676,844,arboles/arbol_random_nrstX_24.bin
0.010000,52,1738,842,arboles/arbol_random_nrstX_24.bin
0.010000,53,1743,841,arboles/arbol_random_nrstX_24.bin
0.010000,54,1769,836,arboles/arbol_random_nrstX_24.bin
0.010000,55,1731,838,arboles/arbol_random_nrstX_24.bin
0.010000,56,1683,835,arboles/arbol_random_nrstX_24.bin
0.010000,57,1693,841,arboles/arbol_random_nrstX_24.bin
0.010000,58,1661,841,arboles/arbol_random_nrstX_24.bin
0.010000,59,1585,837,arboles/arbol_random_nrstX_24.bin
0.010000,60,1654,788,arboles/arbol_random_nrstX_24.bin
0.010000,61,1676,841,arboles/arbol_random_nrstX_24.bin
0.010000,62,1729,840,arboles/arbol_random_nrstX_24.bin
0.010000,63,1645,837,arboles/arbol_random_nrstX_24.bin
0.010000,64,1677,835,arboles/arbol_random_nrstX_24.bin
0.010000,65,1719,842,arboles/arbol_random_nrstX_24.bin
0.010000,66,1674,837,arboles/arbol_random_nrstX_24.bin
0.010000,67,1664,836,arboles/arbol_random_nrstX_24.bin
0.010000,68,1691,841,arboles/arbol_random_nrstX_24.bin
0.010000,69,1722,841,arboles/arbol_random_nrstX_24.bin
0.010000,70,1641,839,arboles/arbol_random_nrstX_24.bin
0.010000,71,1664,836,arboles/arbol_random_nrstX_24.bin
0.010000,72,1613,832,arboles/arbol_random_nrstX_24.bin
0.010000,73,1641,841,arboles/arbol_random_nrstX_24.bin
0.010000,74,1677,834,arboles/arbol_random_nrstX_24.bin
0.010000,75,1643,840,arboles/arbol_random_nrstX_24.bin
0.010000,76,1667,839,arboles/arbol_random_nrstX_24.bin
0.010000,77,1643,835,arboles/arbol_random_nrstX_24.bin
0.010000,78,1663,834,arboles/arbol_random_nrstX_24.bin
0.010000,79,1658,842,arboles/arbol_random_nrstX_24.bin
0.010000,80,1686,840,arboles/arbol_random_nrstX_24.bin
0.010000,81,1652,836,arboles/arbol_random_nrstX_24.bin
0.010000,82,1688,842,arboles/arbol_random_nrstX_24.bin
0.010000,83,1672,837,arboles/arbol_random_nrstX_24.bin
0.010000,84,1703,802,arboles/arbol_random_nrstX_24.bin
0.010000,85,1717,836,arboles/arbol_random_nrstX_24.bin
0.010000,86,1629,839,arboles/arbol_random_nrstX_24.bin
0.010000,87,1773,841,arboles/arbol_random_nrstX_24.bin
0.010000,88,1721,831,arboles/arbol_random_nrstX_24.bin
0.010000,89,1705,838,arboles/arbol_random_nrstX_24.bin
0.010000,90,1695,838,arboles/arbol_random_nrstX_24.bin
0.010000,91,1734,840,arboles/arbol_random_nrstX_24.bin
0.010000,92,1727,844,arboles/arbol_random_nrstX_24.bin
0.010000,93,1695,837,arboles/arbol_random_nrstX_24.bin
0.010000,94,1665,840,arboles/arbol_random_nrstX_24.bin
0.010000,95,1697,840,arboles/arbol_random_nrstX_24.bin
0.010000,96,1655,836,arboles/arbol_random_nrstX_24.bin
0.010000,97,1719,834,arboles/arbol_random_nrstX_24.bin
0.010000,98,1681,834,arboles/arbol_random_nrstX_24.bin
0.010000,99,1713,844,arboles/arbol_random_nrstX_24.bin
0.025000,0,10354,2078,arboles/arbol_random_nrstX_24.bin
0.025000,1,10420,2079,arboles/arbol_random_nrstX_24.bin
0.025000,2,10344,2072,arboles/arbol_random_nrstX_24.bin
0.025000,3,10662,2075,arboles/arbol_random_nrstX_24.bin
0.025000,4,10356,2081,arboles/arbol_random_nrstX_24.bin
0.025000,5,10575,2080,arboles/arbol_random_nrstX_24.bin
0.025000,6,10511,2081,arboles/arbol_random_nrstX_24.bin
0.025000,7,10475,2075,arboles/arbol_random_nrstX_24.bin
0.025000,8,10603,2082,arboles/arbol_random_nrstX_24.bin
0.025000,9,10514,2079,arboles/arbol_random_nrstX_24.bin
0.025000,10,10528,2079,arboles/arbol_random_nrstX_24.bin
0.025000,11,10534,2080,arboles/arbol_random_nrstX_24.bin
0.025000,12,10411,2075,arboles/arbol_random_nrstX_24.bin
0.025000,13,10698,2076,arboles/arbol_random_nrstX_24.bin
0.025000,14,10496,2075,arboles/arbol_random_nrstX_24.bin
0.025000,15,10490,2078,arboles/arbol_random_nrstX_24.bin
0.025000,16,10448,2078,arboles/arbol_random_nrstX_24.bin
0.025000,17,10442,2073,arboles/arbol_random_nrstX_24.bin
0.025000,18,10507,2082,arboles/arbol_random_nrstX_24.bin
0.025000,19,10499,2075,arboles/arbol_random_nrstX_24.bin
0.025000,20,10561,2070,arboles/arbol_random_nrstX_24.bin
0.025000,21,10727,2077,arboles/arbol_random_nrstX_24.bin
0.025000,22,10406,2083,arboles/arbol_random_nrstX_24.bin
0.025000,23,10620,2081,arboles/arbol_random_nrstX_24.bin
0.025000,24,10680,2080,arboles/arbol_random_nrstX_24.bin
0.025000,25,10412,2079,arboles/arbol_random_nrstX_24.bin
0.025000,26,10556,2079,arboles/arbol_random_nrstX_24.bin
0.025000,27,10445,2071,arboles/arbol_random_nrstX_24.bin
0.025000,28,10386,2077,arboles/arbol_random_nrstX_24.bin
0.025000,29,10545,2070,arboles/arbol_random_nrstX_24.bin
0.025000,30,10398,2078,arboles/arbol_random_nrstX_24.bin
0.025000,31,10419,2077,arboles/arbol_random_nrstX_24.bin
0.025000,32,10529,2076,arboles/arbol_random_nrstX_24.bin
0.025000,33,10402,2080,arboles/arbol_random_nrstX_24.bin
0.025000,34,10517,2085,arboles/arbol_random_nrstX_24.bin
0.025000,35,10419,2077,arboles/arbol_random_nrstX_24.bin
0.025000,36,10441,2083,arboles/arbol_random_nrstX_24.bin
0.025000,37,10495,2082,arboles/arbol_random_nrstX_24.bin
0.025000,38,10585,2084,arboles/arbol_random_nrstX_24.bin
0.025000,39,10458,2077,arboles/arbol_random_nrstX_24.bin
0.025000,40,10408,2079,arboles/arbol_random_nrstX_24.bin
0.025000,41,10439,2074,arboles/arbol_random_nrstX_24.bin
0.025000,42,10558,2071,arboles/arbol_random_nrstX_24.bin
0.025000,43,10605,2074,arboles/arbol_random_nrstX_24.bin
0.025000,44,10469,2083,arboles/arbol_random_nrstX_24.bin
0.025000,45,10351,2077,arboles/arbol_random_nrstX_24.bin
0.025000,46,10496,2077,arboles/arbol_random_nrstX_24.bin
0.025000,47,10461,2077,arboles/arbol_random_nrstX_24.bin
0.025000,48,10479,2077,arboles/arbol_random_nrstX_24.bin
0.025000,49,10603,2075,arboles/arbol_random_nrstX_24.bin
0.025000,50,10493,2085,arboles/arbol_random_nrstX_24.bin
0.025000,51,10411,2077,arboles/arbol_random_nrstX_24.bin
0.025000,52,10573,2076,arboles/arbol_random_nrstX_24.bin
0.025000,53,10515,2075,arboles/arbol_random_nrstX_24.bin
0.025000,54,10600,2075,arboles/arbol_random_nrstX_24.bin
0.025000,55,10405,2082,arboles/arbol_random_nrstX_24.bin
0.025000,56,10448,2073,arboles/arbol_random_nrstX_24.bin
0.025000,57,10579,2075,arboles/arbol_random_nrstX_24.bin
0.025000,58,10543,2083,arboles/arbol_random_nrstX_24.bin
0.025000,59,10589,2083,arboles/arbol_random_nrstX_24.bin
0.025000,60,10629,2076,arboles/arbol_random_nrstX_24.bin
0.025000,61,10378,2077,arboles/arbol_random_nrstX_24.bin
0.025000,62,10333,2076,arboles/arbol_random_nrstX_24.bin
0.025000,63,10493,2079,arboles/arbol_random_nrstX_24.bin
0.025000,64,10530,2073,arboles/arbol_random_nrstX_24.bin
0.025000,65,10465,2078,arboles/arbol_random_nrstX_24.bin
0.025000,66,10496,2076,arboles/arbol_random_nrstX_24.bin
0.025000,67,10368,2083,arboles/arbol_random_nrstX_24.bin
0.025000,68,10402,2083,arboles/arbol_random_nrstX_24.bin
0.025000,69,10400,2084,arboles/arbol_random_nrstX_24.bin
0.025000,70,10357,2073,arboles/arbol_random_nrstX_24.bin
0.025000,71,10325,2079,arboles/arbol_random_nrstX_24.bin
0.025000,72,10413,2075,arboles/arbol_random_nrstX_24.bin
0.025000,73,10447,2078,arboles/arbol_random_nrstX_24.bin
0.025000,74,10511,2083,arboles/arbol_random_nrstX_24.bin
0.025000,75,10540,2074,arboles/arbol_random_nrstX_24.bin
0.025000,76,10500,2065,arboles/arbol_random_nrstX_24.bin
0.025000,77,10599,2084,arboles/arbol_random_nrstX_24.bin
0.025000,78,10519,2077,arboles/arbol_random_nrstX_24.bin
0.025000,79,10555,2079,arboles/arbol_random_nrstX_24.bin
0.025000,80,10520,2079,arboles/arbol_random_nrstX_24.bin
0.025000,81,10391,2076,arboles/arbol_random_nrstX_24.bin
0.025000,82,10691,2083,arboles/arbol_random_nrstX_24.bin
0.025000,83,10436,2080,arboles/arbol_random_nrstX_24.bin
0.025000,84,10397,2080,arboles/arbol_random_nrstX_24.bin
0.025000,85,10437,2078,arboles/arbol_random_nrstX_24.bin
0.025000,86,10532,2078,arboles/arbol_random_nrstX_24.bin
0.025000,87,10691,2082,arboles/arbol_random_nrstX_24.bin
0.025000,88,10543,2075,arboles/arbol_random_nrstX_24.bin
0.025000,89,10619,2078,arboles/arbol_random_nrstX_24.bin
0.025000,90,10543,2080,arboles/arbol_random_nrstX_24.bin
0.025000,91,10405,2084,arboles/arbol_random_nrstX_24.bin
0.025000,92,10601,2083,arboles/arbol_random_nrstX_24.bin
0.025000,93,10617,2081,arboles/arbol_random_nrstX_24.bin
0.025000,94,10469,2079,arboles/arbol_random_nrstX_24.bin
0.025000,95,10401,2080,arboles/arbol_random_nrstX_24.bin
0.025000,96,10389,2080,arboles/arbol_random_nrstX_24.bin
0.025000,97,10435,2076,arboles/arbol_random_nrstX_24.bin
0.025000,98,10498,2078,arboles/arbol_random_nrstX_24.bin
0.025000,99,10419,2073,arboles/arbol_random_nrstX_24.bin
0.050000,0,41692,4143,arboles/arbol_random_nrstX_24.bin
0.050000,1,42183,4150,arboles/arbol_random_nrstX_24.bin
0.050000,2,42020,4149,arboles/arbol_random_nrstX_24.bin
0.050000,3,41711,4144,arboles/arbol_random_nrstX_24.bin
0.050000,4,42015,4139,arboles/arbol_random_nrstX_24.bin
0.050000,5,42065,4138,arboles/arbol_random_nrstX_24.bin
