largo_rectangulo,Intento,puntos,lecturas,arbol
0.050000,86,42073,325,arboles/arbol_random_str_24.bin
0.050000,87,42090,332,arboles/arbol_random_str_24.bin
0.050000,88,42309,309,arboles/arbol_random_str_24.bin
0.050000,89,42277,278,arboles/arbol_random_str_24.bin
0.050000,90,41887,298,arboles/arbol_random_str_24.bin
0.050000,91,41962,331,arboles/arbol_random_str_24.bin
0.050000,92,42013,305,arboles/arbol_random_str_24.bin
0.050000,93,41696,290,arboles/arbol_random_str_24.bin
0.050000,94,41979,326,arboles/arbol_random_str_24.bin
0.050000,95,42157,300,arboles/arbol_random_str_24.bin
0.050000,96,41997,282,arboles/arbol_random_str_24.bin
0.050000,97,41831,293,arboles/arbol_random_str_24.bin
0.050000,98,41803,302,arboles/arbol_random_str_24.bin
0.050000,99,41985,303,arboles/arbol_random_str_24.bin
0.002500,0,8,16,arboles/arbol_europa_str_24.bin
0.002500,1,2,14,arboles/arbol_europa_str_24.bin
0.002500,2,0,5,arboles/arbol_europa_str_24.bin
0.002500,3,0,3,arboles/arbol_europa_str_24.bin
0.002500,4,0,3,arboles/arbol_europa_str_24.bin
0.002500,5,0,31,arboles/arbol_europa_str_24.bin
0.002500,6,0,27,arboles/arbol_europa_str_24.bin
0.002500,7,0,5,arboles/arbol_europa_str_24.bin
0.002500,8,0,10,arboles/arbol_europa_str_24.bin
0.002500,9,5,11,arboles/arbol_europa_str_24.bin
0.002500,10,0,2,arboles/arbol_europa_str_24.bin
0.002500,11,0,2,arboles/arbol_europa_str_24.bin
0.002500,12,0,15,arboles/arbol_europa_str_24.bin
0.002500,13,0,12,arboles/arbol_europa_str_24.bin
0.002500,14,0,4,arboles/arbol_europa_str_24.bin
0.002500,15,1403,23,arboles/arbol_europa_str_24.bin
0.002500,16,0,5,arboles/arbol_europa_str_24.bin
0.002500,17,231,19,arboles/arbol_europa_str_24.bin
0.002500,18,0,2,arboles/arbol_europa_str_24.bin
0.002500,19,0,3,arboles/arbol_europa_str_24.bin
0.002500,20,0,15,arboles/arbol_europa_str_24.bin
0.002500,21,0,1,arboles/arbol_europa_str_24.bin
0.002500,22,947,28,arboles/arbol_europa_str_24.bin
0.002500,23,0,12,arboles/arbol_europa_str_24.bin
0.002500,24,0,1,arboles/arbol_europa_str_24.bin
0.002500,25,3,6,arboles/arbol_europa_str_24.bin
0.002500,26,0,7,arboles/arbol_europa_str_24.bin
0.002500,27,0,12,arboles/arbol_europa_str_24.bin
0.002500,28,0,3,arboles/arbol_europa_str_24.bin
0.002500,29,0,2,arboles/arbol_europa_str_24.bin
0.002500,30,0,1,arboles/arbol_europa_str_24.bin
0.002500,31,0,8,arboles/arbol_europa_str_24.bin
0.002500,32,0,3,arboles/arbol_europa_str_24.bin
0.002500,33,0,3,arboles/arbol_europa_str_24.bin
0.002500,34,14,19,arboles/arbol_europa_str_24.bin
0.002500,35,0,3,arboles/arbol_europa_str_24.bin
0.002500,36,0,1,arboles/arbol_europa_str_24.bin
0.002500,37,0,10,arboles/arbol_europa_str_24.bin
0.002500,38,0,3,arboles/arbol_europa_str_24.bin
0.002500,39,0,10,arboles/arbol_europa_str_24.bin
0.002500,40,1,9,arboles/arbol_europa_str_24.bin
0.002500,41,0,1,arboles/arbol_europa_str_24.bin
0.002500,42,0,12,arboles/arbol_europa_str_24.bin
0.002500,43,0,1,arboles/arbol_europa_str_24.bin
0.002500,44,3680,57,arboles/arbol_europa_str_24.bin
0.002500,45,0,7,arboles/arbol_europa_str_24.bin
0.002500,46,0,11,arboles/arbol_europa_str_24.bin
0.002500,47,0,1,arboles/arbol_europa_str_24.bin
0.002500,48,0,2,arboles/arbol_europa_str_24.bin
0.002500,49,0,16,arboles/arbol_europa_str_24.bin
0.002500,50,1,10,arboles/arbol_europa_str_24.bin
0.002500,51,0,4,arboles/arbol_europa_str_24.bin
0.002500,52,0,1,arboles/arbol_europa_str_24.bin
0.002500,53,220,24,arboles/arbol_europa_str_24.bin
0.002500,54,0,5,arboles/arbol_europa_str_24.bin
0.002500,55,0,11,arboles/arbol_europa_str_24.bin
0.002500,56,0,14,arboles/arbol_europa_str_24.bin
0.002500,57,0,17,arboles/arbol_europa_str_24.bin
0.002500,58,1024,32,arboles/arbol_europa_str_24.bin
0.002500,59,0,1,arboles/arbol_europa_str_24.bin
0.002500,60,0,16,arboles/arbol_europa_str_24.bin
0.002500,61,20,25,arboles/arbol_europa_str_24.bin
0.002500,62,0,3,arboles/arbol_europa_str_24.bin
0.002500,63,7,24,arboles/arbol_europa_str_24.bin
0.002500,64,0,10,arboles/arbol_europa_str_24.bin
0.002500,65,1,10,arboles/arbol_europa_str_24.bin
0.002500,66,0,8,arboles/arbol_europa_str_24.bin
0.002500,67,0,7,arboles/arbol_europa_str_24.bin
0.002500,68,0,2,arboles/arbol_europa_str_24.bin
0.002500,69,0,3,arboles/arbol_europa_str_24.bin
0.002500,70,0,1,arboles/arbol_europa_str_24.bin
0.002500,71,32,7,arboles/arbol_europa_str_24.bin
0.002500,72,0,15,arboles/arbol_europa_str_24.bin
0.002500,73,7,10,arboles/arbol_europa_str_24.bin
0.002500,74,0,2,arboles/arbol_europa_str_24.bin
0.002500,75,0,9,arboles/arbol_europa_str_24.bin
0.002500,76,2,10,arboles/arbol_europa_str_24.bin
0.002500,77,3,6,arboles/arbol_europa_str_24.bin
0.002500,78,7,16,arboles/arbol_europa_str_24.bin
0.002500,79,0,2,arboles/arbol_europa_str_24.bin
0.002500,80,0,15,arboles/arbol_europa_str_24.bin
0.002500,81,20,12,arboles/arbol_europa_str_24.bin
0.002500,82,0,4,arboles/arbol_europa_str_24.bin
0.002500,83,0,6,arboles/arbol_europa_str_24.bin
0.002500,84,0,4,arboles/arbol_europa_str_24.bin
0.002500,85,1,6,arboles/arbol_europa_str_24.bin
0.002500,86,0,1,arboles/arbol_europa_str_24.bin
0.002500,87,0,6,arboles/arbol_europa_str_24.bin
0.002500,88,0,15,arboles/arbol_europa_str_24.bin
0.002500,89,0,8,arboles/arbol_europa_str_24.bin
0.002500,90,0,21,arboles/arbol_europa_str_24.bin
0.002500,91,100,16,arboles/arbol_europa_str_24.bin
0.002500,92,0,7,arboles/arbol_europa_str_24.bin
0.002500,93,0,14,arboles/arbol_europa_str_24.bin
0.002500,94,0,1,arboles/arbol_europa_str_24.bin
0.002500,95,93,16,arboles/arbol_europa_str_24.bin
0.002500,96,0,18,arboles/arbol_europa_str_24.bin
0.002500,97,0,3,arboles/arbol_europa_str_24.bin
0.002500,98,0,12,arboles/arbol_europa_str_24.bin
0.002500,99,0,12,arboles/arbol_europa_str_24.bin
0.005000,0,0,5,arboles/arbol_europa_str_24.bin
0.005000,1,0,1,arboles/arbol_europa_str_24.bin
0.005000,2,2284,37,arboles/arbol_europa_str_24.bin
0.005000,3,0,1,arboles/arbol_europa_str_24.bin
0.005000,4,0,6,arboles/arbol_europa_str_24.bin
0.005000,5,0,7,arboles/arbol_europa_str_24.bin
0.005000,6,0,9,arboles/arbol_europa_str_24.bin
0.005000,7,122,20,arboles/arbol_europa_str_24.bin
0.005000,8,3515,34,arboles/arbol_europa_str_24.bin
0.005000,9,0,8,arboles/arbol_europa_str_24.bin
0.005000,10,0,6,arboles/arbol_europa_str_24.bin
0.005000,11,0,2,arboles/arbol_europa_str_24.bin
0.005000,12,0,3,arboles/arbol_europa_str_24.bin
0.005000,13,3,6,arboles/arbol_europa_str_24.bin
0.005000,14,0,36,arboles/arbol_europa_str_24.bin
0.005000,15,10,10,arboles/arbol_europa_str_24.bin
0.005000,16,0,1,arboles/arbol_europa_str_24.bin
0.005000,17,0,2,arboles/arbol_europa_str_24.bin
0.005000,18,0,42,arboles/arbol_europa_str_24.bin
0.005000,19,0,11,arboles/arbol_europa_str_24.bin
0.005000,20,795,26,arboles/arbol_europa_str_24.bin
0.005000,21,2800,55,arboles/arbol_europa_str_24.bin
0.005000,22,1,6,arboles/arbol_europa_str_24.bin
0.005000,23,0,2,arboles/arbol_europa_str_24.bin
0.005000,24,491,21,arboles/arbol_europa_str_24.bin
0.005000,25,0,14,arboles/arbol_europa_str_24.bin
0.005000,26,0,2,arboles/arbol_europa_str_24.bin
0.005000,27,0,15,arboles/arbol_europa_str_24.bin
0.005000,28,1,12,arboles/arbol_europa_str_24.bin
0.005000,29,12,14,arboles/arbol_europa_str_24.bin
0.005000,30,0,9,arboles/arbol_europa_str_24.bin
0.005000,31,1,7,arboles/arbol_europa_str_24.bin
0.005000,32,0,11,arboles/arbol_europa_str_24.bin
0.005000,33,0,1,arboles/arbol_europa_str_24.bin
0.005000,34,0,7,arboles/arbol_europa_str_24.bin
0.005000,35,0,11,arboles/arbol_europa_str_24.bin
0.005000,36,1,14,arboles/arbol_europa_str_24.bin
0.005000,37,4,10,arboles/arbol_europa_str_24.bin
0.005000,38,5,13,arboles/arbol_europa_str_24.bin
0.005000,39,0,13,arboles/arbol_europa_str_24.bin
0.005000,40,0,5,arboles/arbol_europa_str_24.bin
0.005000,41,92,12,arboles/arbol_europa_str_24.bin
0.005000,42,464,22,arboles/arbol_europa_str_24.bin
0.005000,43,456,8,arboles/arbol_europa_str_24.bin
0.005000,44,3,12,arboles/arbol_europa_str_24.bin
0.005000,45,0,8,arboles/arbol_europa_str_24.bin
0.005000,46,0,3,arboles/arbol_europa_str_24.bin
0.005000,47,0,4,arboles/arbol_europa_str_24.bin
0.005000,48,0,9,arboles/arbol_europa_str_24.bin
0.005000,49,33,15,arboles/arbol_europa_str_24.bin
0.005000,50,0,1,arboles/arbol_europa_str_24.bin
0.005000,51,0,6,arboles/arbol_europa_str_24.bin
0.005000,52,0,26,arboles/arbol_europa_str_24.bin
0.005000,53,0,13,arboles/arbol_europa_str_24.bin
0.005000,54,5,17,arboles/arbol_europa_str_24.bin
0.005000,55,0,1,arboles/arbol_europa_str_24.bin
0.005000,56,1352,47,arboles/arbol_europa_str_24.bin
0.005000,57,0,7,arboles/arbol_europa_str_24.bin
0.005000,58,361,8,arboles/arbol_europa_str_24.bin
0.005000,59,3773,39,arboles/arbol_europa_str_24.bin
0.005000,60,14,16,arboles/arbol_europa_str_24.bin
0.005000,61,1497,64,arboles/arbol_europa_str_24.bin
0.005000,62,0,9,arboles/arbol_europa_str_24.bin
0.005000,63,21115,160,arboles/arbol_europa_str_24.bin
0.005000,64,0,1,arboles/arbol_europa_str_24.bin
0.005000,65,0,8,arboles/arbol_europa_str_24.bin
0.005000,66,0,12,arboles/arbol_europa_str_24.bin
0.005000,67,869,53,arboles/arbol_europa_str_24.bin
0.005000,68,22,26,arboles/arbol_europa_str_24.bin
0.005000,69,0,7,arboles/arbol_europa_str_24.bin
0.005000,70,48,10,arboles/arbol_europa_str_24.bin
0.005000,71,0,9,arboles/arbol_europa_str_24.bin
0.005000,72,1951,33,arboles/arbol_europa_str_24.bin
0.005000,73,0,2,arboles/arbol_europa_str_24.bin
0.005000,74,0,1,arboles/arbol_europa_str_24.bin
0.005000,75,10,8,arboles/arbol_europa_str_24.bin
0.005000,76,0,16,arboles/arbol_europa_str_24.bin
0.005000,77,0,3,arboles/arbol_europa_str_24.bin
0.005000,78,1,13,arboles/arbol_europa_str_24.bin
0.005000,79,617,11,arboles/arbol_europa_str_24.bin
0.005000,80,4704,58,arboles/arbol_europa_str_24.bin
0.005000,81,0,15,arboles/arbol_europa_str_24.bin
0.005000,82,142,12,arboles/arbol_europa_str_24.bin
0.005000,83,0,18,arboles/arbol_europa_str_24.bin
0.005000,84,2,7,arboles/arbol_europa_str_24.bin
0.005000,85,1,7,arboles/arbol_europa_str_24.bin
0.005000,86,0,2,arboles/arbol_europa_str_24.bin
0.005000,87,2,12,arboles/arbol_europa_str_24.bin
0.005000,88,0,3,arboles/arbol_europa_str_24.bin
0.005000,89,0,13,arboles/arbol_europa_str_24.bin
0.005000,90,44,8,arboles/arbol_europa_str_24.bin
0.005000,91,0,6,arboles/arbol_europa_str_24.bin
0.005000,92,582,21,arboles/arbol_europa_str_24.bin
0.005000,93,1,7,arboles/arbol_europa_str_24.bin
0.005000,94,0,11,arboles/arbol_europa_str_24.bin
0.005000,95,0,3,arboles/arbol_europa_str_24.bin
0.005000,96,0,6,arboles/arbol_europa_str_24.bin
0.005000,97,39,7,arboles/arbol_europa_str_24.bin
0.005000,98,595,30,arboles/arbol_europa_str_24.bin
0.005000,99,2323,47,arboles/arbol_europa_str_24.bin
0.010000,0,15,11,arboles/arbol_europa_str_24.bin
0.010000,1,0,19,arboles/arbol_europa_str_24.bin
0.010000,2,5777,50,arboles/arbol_europa_str_24.bin
0.010000,3,0,1,arboles/arbol_europa_str_24.bin
0.010000,4,0,4,arboles/arbol_europa_str_24.bin
0.010000,5,6231,68,arboles/arbol_europa_str_24.bin
0.010000,6,0,21,arboles/arbol_europa_str_24.bin
0.010000,7,0,1,arboles/arbol_europa_str_24.bin
0.010000,8,25,21,arboles/arbol_europa_str_24.bin
0.010000,9,10,5,arboles/arbol_europa_str_24.bin
0.010000,10,1404,24,arboles/arbol_europa_str_24.bin
0.010000,11,0,10,arboles/arbol_europa_str_24.bin
0.010000,12,0,1,arboles/arbol_europa_str_24.bin
0.010000,13,0,2,arboles/arbol_europa_str_24.bin
0.010000,14,0,2,arboles/arbol_europa_str_24.bin
0.010000,15,0,3,arboles/arbol_europa_str_24.bin
0.010000,16,0,21,arboles/arbol_europa_str_24.bin
0.010000,17,975,19,arboles/arbol_europa_str_24.bin
0.010000,18,10,11,arboles/arbol_europa_str_24.bin
0.010000,19,0,8,arboles/arbol_europa_str_24.bin
0.010000,20,7,13,arboles/arbol_europa_str_24.bin
0.010000,21,2,30,arboles/arbol_europa_str_24.bin
0.010000,22,3294,39,arboles/arbol_europa_str_24.bin
0.010000,23,8081,59,arboles/arbol_europa_str_24.bin
0.010000,24,19,15,arboles/arbol_europa_str_24.bin
0.010000,25,239,6,arboles/arbol_europa_str_24.bin
0.010000,26,15743,121,arboles/arbol_europa_str_24.bin
0.010000,27,0,3,arboles/arbol_europa_str_24.bin
0.010000,28,0,3,arboles/arbol_europa_str_24.bin
0.010000,29,297,13,arboles/arbol_europa_str_24.bin
0.010000,30,6,19,arboles/arbol_europa_str_24.bin
0.010000,31,181,24,arboles/arbol_europa_str_24.bin
0.010000,32,0,2,arboles/arbol_europa_str_24.bin
0.010000,33,899,31,arboles/arbol_europa_str_24.bin
0.010000,34,7,21,arboles/arbol_europa_str_24.bin
0.010000,35,9593,86,arboles/arbol_europa_str_24.bin
0.010000,36,3445,76,arboles/arbol_europa_str_24.bin
0.010000,37,5,17,arboles/arbol_europa_str_24.bin
0.010000,38,0,3,arboles/arbol_europa_str_24.bin
0.010000,39,0,7,arboles/arbol_europa_str_24.bin
0.010000,40,6,11,arboles/arbol_europa_str_24.bin
0.010000,41,2342,34,arboles/arbol_europa_str_24.bin
0.010000,42,0,1,arboles/arbol_europa_str_24.bin
0.010000,43,241,17,arboles/arbol_europa_str_24.bin
0.010000,44,0,22,arboles/arbol_europa_str_24.bin
0.010000,45,3502,67,arboles/arbol_europa_str_24.bin
0.010000,46,0,17,arboles/arbol_europa_str_24.bin
0.010000,47,71,10,arboles/arbol_europa_str_24.bin
0.010000,48,0,8,arboles/arbol_europa_str_24.bin
0.010000,49,0,18,arboles/arbol_europa_str_24.bin
0.010000,50,0,13,arboles/arbol_europa_str_24.bin
0.010000,51,0,10,arboles/arbol_europa_str_24.bin
0.010000,52,1590,47,arboles/arbol_europa_str_24.bin
0.010000,53,9,19,arboles/arbol_europa_str_24.bin
0.010000,54,0,16,arboles/arbol_europa_str_24.bin
0.010000,55,0,1,arboles/arbol_europa_str_24.bin
0.010000,56,0,2,arboles/arbol_europa_str_24.bin
0.010000,57,26585,215,arboles/arbol_europa_str_24.bin
0.010000,58,0,6,arboles/arbol_europa_str_24.bin
0.010000,59,27,16,arboles/arbol_europa_str_24.bin
0.010000,60,0,1,arboles/arbol_europa_str_24.bin
0.010000,61,321,8,arboles/arbol_europa_str_24.bin
0.010000,62,3,15,arboles/arbol_europa_str_24.bin
0.010000,63,22,19,arboles/arbol_europa_str_24.bin
0.010000,64,0,12,arboles/arbol_europa_str_24.bin
0.010000,65,0,3,arboles/arbol_europa_str_24.bin
0.010000,66,0,5,arboles/arbol_europa_str_24.bin
0.010000,67,0,12,arboles/arbol_europa_str_24.bin
0.010000,68,2,15,arboles/arbol_europa_str_24.bin
0.010000,69,0,37,arboles/arbol_europa_str_24.bin
0.010000,70,522,27,arboles/arbol_europa_str_24.bin
0.010000,71,151,16,arboles/arbol_europa_str_24.bin
0.010000,72,0,3,arboles/arbol_europa_str_24.bin
0.010000,73,1129,35,arboles/arbol_europa_str_24.bin
0.010000,74,388,53,arboles/arbol_europa_str_24.bin
0.010000,75,0,15,arboles/arbol_europa_str_24.bin
0.010000,76,0,5,arboles/arbol_europa_str_24.bin
0.010000,77,2,18,arboles/arbol_europa_str_24.bin
0.010000,78,8333,86,arboles/arbol_europa_str_24.bin
0.010000,79,146,16,arboles/arbol_europa_str_24.bin
0.010000,80,0,19,arboles/arbol_europa_str_24.bin
0.010000,81,0,5,arboles/arbol_europa_str_24.bin
0.010000,82,1,23,arboles/arbol_europa_str_24.bin
0.010000,83,718,38,arboles/arbol_europa_str_24.bin
0.010000,84,0,1,arboles/arbol_europa_str_24.bin
0.010000,85,29,11,arboles/arbol_europa_str_24.bin
0.010000,86,3,22,arboles/arbol_europa_str_24.bin
0.010000,87,2048,44,arboles/arbol_europa_str_24.bin
0.010000,88,1550,31,arboles/arbol_europa_str_24.bin
0.010000,89,3799,60,arboles/arbol_europa_str_24.bin
0.010000,90,0,1,arboles/arbol_europa_str_24.bin
0.010000,91,0,4,arboles/arbol_europa_str_24.bin
0.010000,92,34,16,arboles/arbol_europa_str_24.bin
0.010000,93,0,6,arboles/arbol_europa_str_24.bin
0.010000,94,315,27,arboles/arbol_europa_str_24.bin
0.010000,95,0,11,arboles/arbol_europa_str_24.bin
0.010000,96,405,14,arboles/arbol_europa_str_24.bin
0.010000,97,285,23,arboles/arbol_europa_str_24.bin
0.010000,98,5,12,arboles/arbol_europa_str_24.bin
0.010000,99,0,12,arboles/arbol_europa_str_24.bin
0.025000,0,6372,54,arboles/arbol_europa_str_24.bin
0.025000,1,12384,210,arboles/arbol_europa_str_24.bin
0.025000,2,13785,119,arboles/arbol_europa_str_24.bin
0.025000,3,42,17,arboles/arbol_europa_str_24.bin
0.025000,4,101459,627,arboles/arbol_europa_str_24.bin
0.025000,5,800,37,arboles/arbol_europa_str_24.bin
0.025000,6,0,10,arboles/arbol_europa_str_24.bin
0.025000,7,35,8,arboles/arbol_europa_str_24.bin
0.025000,8,1140,24,arboles/arbol_europa_str_24.bin
0.025000,9,3,42,arboles/arbol_europa_str_24.bin
0.025000,10,0,35,arboles/arbol_europa_str_24.bin
0.025000,11,0,9,arboles/arbol_europa_str_24.bin
0.025000,12,491,34,arboles/arbol_europa_str_24.bin
0.025000,13,0,8,arboles/arbol_europa_str_24.bin
0.025000,14,0,1,arboles/arbol_europa_str_24.bin
0.025000,15,4,42,arboles/arbol_europa_str_24.bin
0.025000,16,202,18,arboles/arbol_europa_str_24.bin
0.025000,17,5729,56,arboles/arbol_europa_str_24.bin
0.025000,18,19091,173,arboles/arbol_europa_str_24.bin
0.025000,19,106,10,arboles/arbol_europa_str_24.bin
0.025000,20,0,22,arboles/arbol_europa_str_24.bin
0.025000,21,27,23,arboles/arbol_europa_str_24.bin
0.025000,22,1077,21,arboles/arbol_europa_str_24.bin
0.025000,23,61511,419,arboles/arbol_europa_str_24.bin
0.025000,24,19,7,arboles/arbol_europa_str_24.bin
0.025000,25,507,22,arboles/arbol_europa_str_24.bin
0.025000,26,1,17,arboles/arbol_europa_str_24.bin
0.025000,27,0,25,arboles/arbol_europa_str_24.bin
0.025000,28,14838,101,arboles/arbol_europa_str_24.bin
0.025000,29,0,15,arboles/arbol_europa_str_24.bin
0.025000,30,132,28,arboles/arbol_europa_str_24.bin
0.025000,31,2,5,arboles/arbol_europa_str_24.bin
0.025000,32,7580,55,arboles/arbol_europa_str_24.bin
0.025000,33,44802,332,arboles/arbol_europa_str_24.bin
0.025000,34,10,8,arboles/arbol_europa_str_24.bin
0.025000,35,6,4,arboles/arbol_europa_str_24.bin
0.025000,36,81684,499,arboles/arbol_europa_str_24.bin
0.025000,37,31285,237,arboles/arbol_europa_str_24.bin
0.025000,38,0,1,arboles/arbol_europa_str_24.bin
0.025000,39,148,33,arboles/arbol_europa_str_24.bin
0.025000,40,0,8,arboles/arbol_europa_str_24.bin
0.025000,41,677,21,arboles/arbol_europa_str_24.bin
0.025000,42,0,1,arboles/arbol_europa_str_24.bin
0.025000,43,44,8,arboles/arbol_europa_str_24.bin
0.025000,44,0,9,arboles/arbol_europa_str_24.bin
0.025000,45,3567,50,arboles/arbol_europa_str_24.bin
0.025000,46,269,15,arboles/arbol_europa_str_24.bin
0.025000,47,0,2,arboles/arbol_europa_str_24.bin
0.025000,48,33,16,arboles/arbol_europa_str_24.bin
0.025000,49,23,35,arboles/arbol_europa_str_24.bin
0.025000,50,9620,85,arboles/arbol_europa_str_24.bin
0.025000,51,2472,44,arboles/arbol_europa_str_24.bin
0.025000,52,470,18,arboles/arbol_europa_str_24.bin
0.025000,53,0,4,arboles/arbol_europa_str_24.bin
0.025000,54,11401,90,arboles/arbol_europa_str_24.bin
0.025000,55,5637,39,arboles/arbol_europa_str_24.bin
0.025000,56,19,6,arboles/arbol_europa_str_24.bin
0.025000,57,1808,27,arboles/arbol_europa_str_24.bin
0.025000,58,0,1,arboles/arbol_europa_str_24.bin
0.025000,59,251670,1335,arboles/arbol_europa_str_24.bin
0.025000,60,875,22,arboles/arbol_europa_str_24.bin
0.025000,61,15851,151,arboles/arbol_europa_str_24.bin
0.025000,62,30,18,arboles/arbol_europa_str_24.bin
0.025000,63,4011,81,arboles/arbol_europa_str_24.bin
0.025000,64,59,14,arboles/arbol_europa_str_24.bin
0.025000,65,0,3,arboles/arbol_europa_str_24.bin
0.025000,66,10,7,arboles/arbol_europa_str_24.bin
0.025000,67,24,11,arboles/arbol_europa_str_24.bin
0.025000,68,2665,46,arboles/arbol_europa_str_24.bin
0.025000,69,16080,137,arboles/arbol_europa_str_24.bin
0.025000,70,0,32,arboles/arbol_europa_str_24.bin
0.025000,71,86685,514,arboles/arbol_europa_str_24.bin
0.025000,72,4365,54,arboles/arbol_europa_str_24.bin
0.025000,73,0,3,arboles/arbol_europa_str_24.bin
0.025000,74,0,3,arboles/arbol_europa_str_24.bin
0.025000,75,0,1,arboles/arbol_europa_str_24.bin
0.025000,76,196,18,arboles/arbol_europa_str_24.bin
0.025000,77,0,3,arboles/arbol_europa_str_24.bin
0.025000,78,6529,83,arboles/arbol_europa_str_24.bin
0.025000,79,3167,37,arboles/arbol_europa_str_24.bin
0.025000,80,114,13,arboles/arbol_europa_str_24.bin
0.025000,81,40,13,arboles/arbol_europa_str_24.bin
0.025000,82,1584,60,arboles/arbol_europa_str_24.bin
0.025000,83,11,11,arboles/arbol_europa_str_24.bin
0.025000,84,18268,250,arboles/arbol_europa_str_24.bin
0.025000,85,0,5,arboles/arbol_europa_str_24.bin
0.025000,86,0,9,arboles/arbol_europa_str_24.bin
0.025000,87,0,3,arboles/arbol_europa_str_24.bin
0.025000,88,130,32,arboles/arbol_europa_str_24.bin
0.025000,89,0,3,arboles/arbol_europa_str_24.bin
0.025000,90,8316,113,arboles/arbol_europa_str_24.bin
0.025000,91,274,6,arboles/arbol_europa_str_24.bin
0.025000,92,0,12,arboles/arbol_europa_str_24.bin
0.025000,93,100,29,arboles/arbol_europa_str_24.bin
0.025000,94,0,1,arboles/arbol_europa_str_24.bin
0.025000,95,1053,15,arboles/arbol_europa_str_24.bin
0.025000,96,7309,141,arboles/arbol_europa_str_24.bin
0.025000,97,156,6,arboles/arbol_europa_str_24.bin
0.025000,98,19,43,arboles/arbol_europa_str_24.bin
0.025000,99,422,23,arboles/arbol_europa_str_24.bin
0.050000,0,0,3,arboles/arbol_europa_str_24.bin
0.050000,1,71,7,arboles/arbol_europa_str_24.bin
0.050000,2,70256,406,arboles/arbol_europa_str_24.bin
0.050000,3,87,13,arboles/arbol_europa_str_24.bin
0.050000,4,3158,54,arboles/arbol_europa_str_24.bin
0.050000,5,0,1,arboles/arbol_europa_str_24.bin
0.050000,6,361,12,arboles/arbol_europa_str_24.bin
0.050000,7,5,8,arboles/arbol_europa_str_24.bin
0.050000,8,109637,757,arboles/arbol_europa_str_24.bin
0.050000,9,93406,642,arboles/arbol_europa_str_24.bin
0.050000,10,41253,237,arboles/arbol_europa_str_24.bin
0.050000,11,2724,38,arboles/arbol_europa_str_24.bin
0.050000,12,82,15,arboles/arbol_europa_str_24.bin
0.050000,13,36,13,arboles/arbol_europa_str_24.bin
0.050000,14,0,1,arboles/arbol_europa_str_24.bin
0.050000,15,4180,61,arboles/arbol_europa_str_24.bin
0.050000,16,41429,302,arboles/arbol_europa_str_24.bin
0.050000,17,0,1,arboles/arbol_europa_str_24.bin
0.050000,18,6849,47,arboles/arbol_europa_str_24.bin
0.050000,19,518,20,arboles/arbol_europa_str_24.bin
0.050000,20,10926,99,arboles/arbol_europa_str_24.bin
0.050000,21,35902,239,arboles/arbol_europa_str_24.bin
0.050000,22,1039184,5350,arboles/arbol_europa_str_24.bin
0.050000,23,0,6,arboles/arbol_europa_str_24.bin
0.050000,24,1068,40,arboles/arbol_europa_str_24.bin
0.050000,25,0,3,arboles/arbol_europa_str_24.bin
0.050000,26,33991,209,arboles/arbol_europa_str_24.bin
0.050000,27,28,19,arboles/arbol_europa_str_24.bin
0.050000,28,4055,37,arboles/arbol_europa_str_24.bin
0.050000,29,21480,142,arboles/arbol_europa_str_24.bin
0.050000,30,57,12,arboles/arbol_europa_str_24.bin
0.050000,31,10148,251,arboles/arbol_europa_str_24.bin
0.050000,32,3364,84,arboles/arbol_europa_str_24.bin
0.050000,33,511716,2784,arboles/arbol_europa_str_24.bin
0.050000,34,5484,52,arboles/arbol_europa_str_24.bin
0.050000,35,0,13,arboles/arbol_europa_str_24.bin
0.050000,36,5074,48,arboles/arbol_europa_str_24.bin
0.050000,37,0,6,arboles/arbol_europa_str_24.bin
0.050000,38,1981,49,arboles/arbol_europa_str_24.bin
0.050000,39,460,32,arboles/arbol_europa_str_24.bin
0.050000,40,659,17,arboles/arbol_europa_str_24.bin
0.050000,41,444,55,arboles/arbol_europa_str_24.bin
0.050000,42,23470,253,arboles/arbol_europa_str_24.bin
0.050000,43,371957,2034,arboles/arbol_europa_str_24.bin
0.050000,44,0,5,arboles/arbol_europa_str_24.bin
0.050000,45,6784,73,arboles/arbol_europa_str_24.bin
0.050000,46,37951,252,arboles/arbol_europa_str_24.bin
0.050000,47,0,6,arboles/arbol_europa_str_24.bin
0.050000,48,1597,26,arboles/arbol_europa_str_24.bin
0.050000,49,23,10,arboles/arbol_europa_str_24.bin
0.050000,50,11953,68,arboles/arbol_europa_str_24.bin
0.050000,51,211,10,arboles/arbol_europa_str_24.bin
0.050000,52,440897,2351,arboles/arbol_europa_str_24.bin
0.050000,53,76514,429,arboles/arbol_europa_str_24.bin
0.050000,54,25508,174,arboles/arbol_europa_str_24.bin
0.050000,55,10774,90,arboles/arbol_europa_str_24.bin
0.050000,56,610,30,arboles/arbol_europa_str_24.bin
0.050000,57,0,31,arboles/arbol_europa_str_24.bin
0.050000,58,9325,121,arboles/arbol_europa_str_24.bin
0.050000,59,3426,37,arboles/arbol_europa_str_24.bin
0.050000,60,12,57,arboles/arbol_europa_str_24.bin
0.050000,61,686,23,arboles/arbol_europa_str_24.bin
0.050000,62,355,11,arboles/arbol_europa_str_24.bin
0.050000,63,5856,105,arboles/arbol_europa_str_24.bin
